0,02:51:22.9581761,7/13/2018,SelectFlora y Fauna,g_imagen_012.jpg
0,02:51:23.6602980,7/13/2018,DeselectFlora y Fauna,g_imagen_012.jpg
0,02:51:24.2617102,7/13/2018,SelectFlora y Fauna,g_imagen_012.jpg
0,02:51:24.9638318,7/13/2018,DeselectFlora y Fauna,g_imagen_012.jpg
0,02:51:25.6659546,7/13/2018,SelectFlora y Fauna,g_imagen_012.jpg
0,02:51:26.5685632,7/13/2018,DeselectFlora y Fauna,g_imagen_012.jpg
0,02:51:30.2369735,7/13/2018,SelectFlora y Fauna,g_imagen_012.jpg
0,02:51:30.8393626,7/13/2018,DeselectFlora y Fauna,g_imagen_012.jpg
0,02:51:31.6425458,7/13/2018,SelectFlora y Fauna,g_imagen_012.jpg
0,02:51:32.3461732,7/13/2018,DeselectFlora y Fauna,g_imagen_012.jpg
0,02:51:45.8087555,7/13/2018,Test1,
0,02:52:12.2307705,7/13/2018,Test1,
0,02:43:32.8088190,7/27/2018,Test1,
0,02:43:33.4570843,7/27/2018,Move ray vector,g_imagen_036.jpg
0,02:43:33.4889992,7/27/2018,Move ray vector,g_imagen_013.jpg
0,02:43:33.9038883,7/27/2018,Move ray vector,g_imagen_012.jpg
0,02:43:34.5610996,7/27/2018,Move ray vector,g_imagen_013.jpg
0,02:43:34.6078230,7/27/2018,Move ray vector,g_imagen_020.jpg
0,02:43:35.6171216,7/27/2018,Changing Plane,2
0,02:43:35.8165876,7/27/2018,Changing Plane,3
0,02:43:36.0000003,7/27/2018,Changing Plane,4
0,02:43:36.1525926,7/27/2018,Changing Plane,5
0,02:43:36.3440787,7/27/2018,Changing Plane,6
0,02:43:36.5116300,7/27/2018,Changing Plane,7
0,02:43:36.6712039,7/27/2018,Changing Plane,8
0,02:43:36.8397532,7/27/2018,Changing Plane,9
0,02:43:37.0003229,7/27/2018,Changing Plane,10
0,02:43:37.1674128,7/27/2018,Changing Plane,11
0,02:43:37.3121346,7/27/2018,Changing Plane,12
0,02:43:37.4477719,7/27/2018,Changing Plane,13
0,02:43:37.5913879,7/27/2018,Changing Plane,14
0,02:43:39.1517445,7/27/2018,Selecciona Categoria,Superficies Afectadas
0,02:43:39.6234819,7/27/2018,Selecciona Categoria,Maniobras de Mitigacion
0,02:43:40.7363104,7/27/2018,Selecciona Categoria,Estructuras Comprometidas
